% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=682949, Tue Apr 21 22:01:56 2015
86 774 16.3756731075 8.36798913891 -10.0 -9.0000000000000000e+00 -8.0 -6.5   
87 783 16.744182587 9.12832640145 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
88 792 16.1060780972 9.74060641128 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
89 801 15.7757399341 9.43004958999 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
90 810 15.8261664325 9.43410188712 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
91 819 16.5351367344 10.4669587312 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
92 828 17.7489695157 11.0871290235 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
93 837 18.9036152857 11.4051258272 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
94 846 21.8496880938 12.41414222 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
95 855 19.9860518377 13.5327119479 -10.0 -9.5000000000000000e+00 -8.5 -6.5   
96 864 21.1894483592 13.9279277076 -10.0 -8.5000000000000000e+00 -8.5 -7.0   
97 873 23.2019604228 16.0126372987 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
98 882 23.565772432 15.9613386844 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
99 891 27.2778954192 16.3371896605 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
100 900 26.7765070703 17.0420280081 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
101 909 25.2403043729 17.7087579505 -10.0 -9.5000000000000000e+00 -7.5 -7.0   
102 918 22.9779695299 17.2332156525 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
103 927 20.6100202233 17.5265647176 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
104 936 18.2155019697 17.2839880082 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
105 945 15.5315035214 17.9876330524 -10.0 -9.0000000000000000e+00 -8.0 -8.0   
106 954 13.7445489623 18.1322112479 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
107 963 14.1883234289 17.346154464 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
108 972 15.6407419838 16.783799106 -10.0 -8.5000000000000000e+00 -8.5 -7.0   
109 981 15.6883209171 16.8142394266 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
110 990 14.9005632621 16.7221156346 -10.0 -9.0000000000000000e+00 -8.5 -8.0   
111 999 14.7964265457 16.1129371705 -10.0 -9.5000000000000000e+00 -8.0 -7.0   
112 1008 14.2975906172 17.4506510599 -10.0 -8.0000000000000000e+00 -7.5 -7.5   
113 1017 15.7874889277 17.8051925743 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
114 1026 17.1152653791 18.6854988498 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
115 1035 16.5554100971 19.6337278395 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
116 1044 15.5424529551 19.5119044107 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
117 1053 18.0134767935 19.0658501156 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
118 1062 17.7073445837 18.3864085752 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
119 1071 17.0471419716 17.1505504206 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
120 1080 15.0496253235 17.3319341112 -10.0 -8.5000000000000000e+00 -7.5 -7.0   
121 1089 13.1628320495 16.7652206335 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
122 1098 11.2469920843 18.3546566869 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
123 1107 9.58848195921 19.421456455 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
124 1116 8.83274539292 19.6978885677 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
125 1125 7.61292638928 20.0995944246 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
126 1134 6.61297139612 21.0893726954 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
127 1143 6.41279880829 21.4723957275 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
128 1152 5.27787993535 21.9067963467 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
129 1161 5.10497078355 20.4635856516 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
130 1170 4.91732671072 20.7467120517 -10.0 -9.5000000000000000e+00 -8.5 -7.5   
131 1179 5.01986489007 21.0695001764 -10.0 -9.0000000000000000e+00 -8.5 -6.5   
132 1188 4.3422283061 22.2728493829 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
133 1197 3.91397157162 22.9629652709 -10.0 -9.5000000000000000e+00 -8.0 -7.5   
134 1206 3.65327252286 24.2215226791 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
