% # columns="iteration, evaluation, void, void, void, xmean", seed=682949, Tue Apr 21 22:01:56 2015 # scaling_of_variables: 1, typical_x: 0
0 0 0 0.0 nan 1.0 10.0 600.0 40.0 35.0 0.5
1 9 0 0.0 nan 1.8857390142 12.0122873529 572.826691585 46.3732132465 29.6564824827 -2.11992041009
2 18 0 0.0 nan 5.75795197986 33.0283525169 555.820871526 48.4899468554 46.4581671931 0.0488310260016
3 27 0 0.0 nan 32.6343466617 25.2754808562 551.021156614 45.386677436 56.6825807325 -17.1388442932
4 36 0 0.0 nan 44.5824772168 20.582504358 545.700643775 68.5797293026 75.7386571166 -17.7863863978
5 45 0 0.0 nan 35.1756115025 8.57366128382 547.34906663 53.8072537249 68.057257171 -35.2980893404
6 54 0 0.0 nan 47.0498034963 -6.16605970865 557.615302987 52.37174251 71.7516307502 -40.7975542603
7 63 0 0.0 nan 64.3082343195 -16.3409055104 577.811384628 71.3710286673 64.2908290084 -41.1809194768
8 72 0 0.0 nan 66.3022014603 -6.26417174116 563.341142865 64.0732637652 108.111734937 -26.1787899322
9 81 0 0.0 nan 50.6250506093 -14.1142984382 545.528019744 69.925022991 100.304310209 -39.0394391966
10 90 0 0.0 nan 54.6874630001 4.9655472116 525.285571788 98.4391475623 125.803166596 -45.5915495397
11 99 0 0.0 nan 84.78712645 7.30315207867 509.354119757 98.9326757812 131.125536914 -41.128004225
12 108 0 0.0 nan 84.8155301866 10.9471106064 513.084202222 105.351304354 117.392296956 -45.7367956092
13 117 0 0.0 nan 56.4236732572 27.950266516 505.817499 113.874611478 108.340745589 -46.257241832
14 126 0 0.0 nan 68.538631149 40.1409326013 510.776796607 132.755344249 108.555967817 -46.9146348146
15 135 0 0.0 nan 42.1590893528 36.7362425011 511.552803934 124.815298254 86.5204364141 -47.7692026446
16 144 0 0.0 nan 49.3157045737 22.7820133552 509.501278944 130.430047621 70.8044988298 -38.9750470963
17 153 0 0.0 nan 49.7624296038 15.0831129105 487.248985863 113.002381718 69.3084214111 -42.7475219537
18 162 0 0.0 nan 40.5611866176 2.29184773739 500.942197518 120.175868299 36.8936521495 -35.36465831
19 171 0 0.0 nan 46.5045175358 1.24722446597 496.421381445 98.2814992864 58.3685180616 -44.2289815174
20 180 0 0.0 nan 27.9209905655 10.3357981706 481.190949166 93.457859695 35.7903646822 -47.0670624618
21 189 0 0.0 nan 26.0049124664 1.96384630019 503.591806441 112.473886941 21.2150005692 -50.8178406578
22 198 0 0.0 nan 41.6386514951 -10.375054991 496.738154872 120.118562585 23.8226360755 -62.6738365539
23 207 0 0.0 nan 50.3915551194 -12.1344935107 499.644307317 122.557881589 33.3139073259 -61.9787608789
24 216 0 0.0 nan 49.7428924063 -15.5728959605 511.95081686 121.121394346 23.5254119466 -67.5619615301
25 225 0 0.0 nan 43.8778400167 0.587661161746 502.376257629 118.89981774 23.5654167797 -66.4188830885
26 234 0 0.0 nan 53.8814329035 -8.03264511088 506.919967983 138.468313393 11.2535911453 -71.7587831192
27 243 0 0.0 nan 60.4910791697 3.24791629011 502.82023627 128.433155031 32.4376390262 -76.1722049391
28 252 0 0.0 nan 54.0695499385 -0.302120916222 510.503195072 120.878859167 12.0046469372 -81.5267897624
29 261 0 0.0 nan 51.7067379533 -5.08253586953 514.239166681 111.570030586 10.3754209344 -77.2518398094
30 270 0 0.0 nan 46.002396699 -3.41107035149 521.619859953 105.521971098 10.6509397878 -65.7162378024
31 279 0 0.0 nan 46.1065145348 -6.33671201855 530.312484226 93.7823535748 0.0503008025541 -69.4907014079
32 288 0 0.0 nan 51.9689369067 -6.63449005246 530.390509158 107.401247163 14.8447299408 -73.2197464783
33 297 0 0.0 nan 50.508308025 -5.39658540895 530.087694448 107.449268571 12.6826343081 -74.7790323128
34 306 0 0.0 nan 42.962749727 2.16165366765 520.74679469 107.892825029 -2.4354754076 -74.1443497731
35 315 0 0.0 nan 24.5694328593 6.60672616219 518.978262365 90.57990033 -7.83154261357 -73.1646888456
36 324 0 0.0 nan 29.9336977264 -2.51778263521 522.819248216 71.6114896934 -13.6808274378 -73.1182958229
37 333 0 0.0 nan 28.4229460346 -5.0493336037 524.15795605 70.5626664305 -6.89531972409 -74.2486802057
38 342 0 0.0 nan 17.9341593342 -4.44315187421 514.038432598 86.3322676758 -0.0953399634687 -69.3059351197
39 351 0 0.0 nan 19.40855172 -4.03899511402 511.148406349 93.2455744934 8.01543562996 -73.6613009959
40 360 0 0.0 nan 15.4625677735 -9.66451992209 525.193289177 108.628810538 -17.808235379 -78.6944001177
41 369 0 0.0 nan 9.2820490958 -9.44974242855 534.997271441 111.364307506 -39.3259854581 -77.1366599213
42 378 0 0.0 nan 13.4526455684 -6.83544290103 538.751627876 124.706021958 -33.4685689692 -87.8891621281
43 387 0 0.0 nan 18.5277028467 12.2735187 527.558163499 140.147828035 -27.2508211452 -88.6902178509
44 396 0 0.0 nan 18.667009451 9.26126704366 530.765138442 142.720158845 -9.69234548575 -93.6262961292
45 405 0 0.0 nan 24.2254561915 13.1301099391 529.836321515 145.67517304 9.00467725306 -94.1797466892
46 414 0 0.0 nan 24.3458580277 7.46360081181 529.820683733 142.212427316 37.8882753126 -91.087873033
47 423 0 0.0 nan 31.7127091855 9.26337147509 535.358052663 135.788287093 41.3577594726 -98.3553919493
48 432 0 0.0 nan 39.7500679151 1.34381925495 544.098937254 127.267023535 45.1659941558 -91.8274927883
49 441 0 0.0 nan 51.9429393505 0.210300444845 553.510110015 132.286538618 54.5518824799 -97.2571625057
50 450 0 0.0 nan 69.2665798638 -3.50792105432 560.050671679 128.008801361 61.4527990559 -101.683178185
51 459 0 0.0 nan 74.9270155542 -14.8523222027 571.467641412 132.751901571 78.9744787424 -105.014351133
52 468 0 0.0 nan 84.6911642006 -22.2854877374 592.158851813 115.02304895 88.0626030419 -109.219816872
53 477 0 0.0 nan 100.152860431 -28.9031017181 609.39346997 119.255163589 90.8757446689 -118.592583078
54 486 0 0.0 nan 127.000695039 -51.7896540751 615.22881938 97.4078967585 121.056244834 -115.864422142
55 495 0 0.0 nan 145.835294074 -76.4831876584 630.004608415 86.8528932326 141.086572642 -110.007543236
56 504 0 0.0 nan 120.11299912 -82.6706291165 644.328696028 74.3128650813 103.838307987 -106.069551912
57 513 0 0.0 nan 142.120546524 -103.245961441 660.48301488 50.0799044019 123.790321219 -104.760757327
58 522 0 0.0 nan 151.394600016 -87.0691466942 632.224679432 91.7828779322 147.917318899 -106.877072088
59 531 0 0.0 nan 135.183876746 -79.7803221194 631.113494572 89.8832449862 114.028754231 -95.8991456616
60 540 0 0.0 nan 156.191667898 -94.9424440334 651.989874272 100.879277191 121.528078282 -104.265416134
61 549 0 0.0 nan 129.250865244 -65.8225026217 625.873956312 111.579400701 96.9399601023 -107.485746513
62 558 0 0.0 nan 123.880810353 -60.0883375249 627.424741621 134.093666296 83.2523150704 -111.49503429
63 567 0 0.0 nan 108.792944041 -57.6059262672 625.184519427 136.829232287 64.759914051 -109.787267358
64 576 0 0.0 nan 107.022342496 -58.2608020367 634.898580025 143.791924037 72.7327451531 -115.738259504
65 585 0 0.0 nan 105.16663546 -64.1256814822 643.83066841 136.957251156 68.546343633 -115.571447596
66 594 0 0.0 nan 99.6054385214 -55.2849211735 640.163802406 136.619891091 71.2306242687 -119.477217603
67 603 0 0.0 nan 98.2360170975 -53.1984082462 647.070395633 117.392287777 79.4839175939 -119.655317383
68 612 0 0.0 nan 96.3996479105 -50.0968628964 643.87641368 140.041905181 82.5564692642 -127.879454124
